Platform,Product_ID,Product_Category,Product_Subcategory,Product_Price,Discount_%,Stock_Count,Review_ID,Seller_ID,Rating,Review_Text,Review_Length,Sentiment_Score,Verified_Purchase,Delivery_Days,Return_Requested,Damage_Reported,Complaint_Type,IP_Address,Device_Fingerprint,Review_Timestamp,IP_Review_Frequency,Device_Reuse_Count,Burst_Review_Flag,Fraud_Label
Facebook Marketplace,P828,Home Decor,Mirror,97306,46,83,R9106,S677,3,"Not as described, poor quality",5,0.848,Yes,17,Yes,No,Missing Parts,192.168.246.91,DEV-5329,14-02-2026 08:24,40,11,No,Complaint
Quikr,P99,Home Decor,Showpiece,5195,75,412,R9107,S849,4,Product matches description perfectly,4,-0.95,Yes,4,No,No,,192.168.168.5,DEV-5863,04-01-2026 05:02,12,21,No,Genuine
Meesho,P2716,Lighting,Ceiling Light,118667,48,437,R9108,S587,5,Highly recommend this seller,4,-0.317,No,10,No,No,,192.168.13.15,DEV-5170,29-12-2025 11:35,19,3,No,Genuine
Meesho,P736,Bedding,Blanket,88376,63,400,R9109,S104,2,Very disappointed with the product,5,0.741,No,14,Yes,No,Fake Product,10.0.0.3,DEV-1425,15-08-2025 00:29,23,3,Yes,Complaint
Instagram,P2510,Electronics,Smartphone,37812,63,35,R9110,S745,4,Worth the price and good packaging,6,-0.561,Yes,18,No,No,,192.168.158.107,DEV-5307,24-09-2025 23:09,4,21,No,Genuine
Facebook Marketplace,P2527,Furniture,Coffee Table,38029,34,307,R9111,S631,5,Worth the price and good packaging,6,-0.941,No,12,No,No,,192.168.80.163,DEV-1484,16-12-2025 19:19,4,17,No,Genuine
OLX,P160,Home Decor,Clock,99975,29,297,R9112,S559,1,Very disappointed with the product,5,-0.934,No,19,Yes,No,Fake Product,192.168.62.21,DEV-3225,20-10-2025 01:05,14,19,No,Complaint
YouTube Live,P1081,Furniture,Dining Table,38772,41,279,R9113,S657,2,Received wrong item,3,0.067,Yes,1,Yes,No,Late Delivery,10.0.0.1,DEV-9746,06-01-2026 06:25,17,19,Yes,Complaint
OLX,P28,Kitchen,Utensil Holder,53424,26,88,R9114,S492,3,Super product awesome awesome,4,-0.483,Yes,14,Yes,No,,192.168.171.54,DEV-5609,21-12-2025 15:40,11,12,No,Genuine
WhatsApp Business,P854,Lighting,Chandelier,73683,43,365,R9115,S1270,4,Excellent quality and fast delivery,5,-0.299,No,17,Yes,No,,192.168.57.202,DEV-2189,01-02-2026 08:43,31,17,No,Genuine
YouTube Live,P1758,Bedding,Curtain,56092,23,434,R9116,S1208,4,Highly recommend this seller,4,0.292,No,3,No,No,,192.168.152.219,DEV-3957,18-10-2025 22:49,37,23,No,Genuine
Facebook Marketplace,P2550,Home Decor,Clock,58812,28,139,R9117,S1308,2,Very disappointed with the product,5,-0.171,Yes,1,Yes,No,Late Delivery,192.168.116.146,DEV-6452,15-09-2025 02:07,33,24,No,Complaint
YouTube Live,P2070,Kitchen,Storage Jar,18769,46,326,R9118,S1036,4,Product matches description perfectly,4,-0.249,Yes,17,No,No,,192.168.19.147,DEV-1598,13-12-2025 12:30,26,4,No,Genuine
Instagram,P1346,Furniture,Bed,51663,62,81,R9119,S462,4,Highly recommend this seller,4,-0.777,Yes,7,Yes,No,,192.168.240.108,DEV-4429,17-09-2025 01:49,8,8,No,Genuine
OLX,P44,Storage,Shoe Rack,20399,78,139,R9120,S902,4,Product matches description perfectly,4,0.042,Yes,8,Yes,No,,192.168.2.232,DEV-6592,24-02-2026 05:34,21,9,No,Genuine
YouTube Live,P121,Bedding,Blanket,14594,77,175,R9121,S1116,2,Battery drains quickly,3,-0.062,Yes,20,Yes,No,Fake Product,192.168.254.1,DEV-1976,06-02-2026 09:43,37,19,No,Complaint
Instagram,P1514,Home Decor,Mirror,104733,27,263,R9122,S985,4,Highly recommend this seller,4,-0.607,No,14,No,No,,192.168.204.184,DEV-2277,15-11-2025 11:56,11,6,No,Genuine
Instagram,P2123,Electronics,Smartphone,61505,35,314,R9123,S944,4,Worth the price and good packaging,6,0.596,No,16,No,No,,192.168.47.27,DEV-1788,13-02-2026 14:37,16,23,No,Genuine
Instagram,P1933,Bedding,Bedsheet,18490,49,209,R9124,S1060,3,Item arrived damaged,3,-0.666,Yes,4,Yes,No,Late Delivery,192.168.90.57,DEV-9851,13-10-2025 21:03,16,10,No,Complaint
Quikr,P1142,Kitchen,Spice Rack,27791,11,49,R9125,S612,1,"Not as described, poor quality",5,-0.973,No,16,Yes,No,Battery Issue,192.168.151.26,DEV-5348,04-11-2025 00:21,20,13,No,Complaint
OLX,P34,Kitchen,Spice Rack,94079,20,345,R9126,S1048,5,Excellent quality and fast delivery,5,0.103,No,15,Yes,No,,192.168.114.116,DEV-7655,11-10-2025 07:16,7,9,No,Genuine
Telegram,P2501,Electronics,Speaker,107900,14,237,R9127,S1083,3,Battery drains quickly,3,0.406,Yes,4,No,No,Missing Parts,10.0.0.3,DEV-1220,06-01-2026 07:16,38,14,Yes,Complaint
Instagram,P603,Storage,Drawer Unit,65221,52,396,R9128,S746,3,Super product awesome awesome,4,-0.589,No,13,Yes,No,,192.168.94.32,DEV-6855,13-02-2026 22:22,18,15,No,Genuine
Telegram,P1814,Lighting,Lamp,110673,33,301,R9129,S372,1,Super product awesome awesome,4,0.605,No,5,Yes,No,,192.168.221.198,DEV-1538,18-08-2025 00:52,35,18,No,Genuine
OLX,P1228,Kitchen,Spice Rack,57013,78,116,R9130,S637,2,Battery drains quickly,3,0.516,No,10,Yes,Yes,Damaged Product,192.168.128.201,DEV-7146,24-08-2025 16:32,19,17,No,Complaint
Meesho,P683,Storage,Organizer Box,7390,48,352,R9131,S1084,5,Product matches description perfectly,4,0.642,No,14,Yes,No,,192.168.2.16,DEV-9661,19-10-2025 18:55,3,25,No,Genuine
Meesho,P138,Lighting,Chandelier,112854,20,0,R9132,S88,1,Item arrived damaged,3,-0.662,No,20,Yes,No,Color Mismatch,192.168.154.157,DEV-7737,24-01-2026 14:45,4,7,No,Complaint
Instagram,P997,Kitchen,Utensil Holder,100780,7,207,R9133,S432,2,Received wrong item,3,-0.821,Yes,16,Yes,No,Missing Parts,192.168.81.193,DEV-7106,22-11-2025 14:15,3,8,No,Complaint
OLX,P2922,Kitchen,Storage Jar,101597,47,358,R9134,S1040,4,Highly recommend this seller,4,0.935,Yes,17,Yes,No,,192.168.1.220,DEV-4403,22-01-2026 23:30,15,2,No,Genuine
Instagram,P2044,Electronics,Power Bank,93571,35,118,R9135,S1363,2,Very disappointed with the product,5,0.866,Yes,18,Yes,No,Color Mismatch,192.168.234.232,DEV-4314,31-12-2025 19:40,8,14,No,Complaint
WhatsApp Business,P1746,Lighting,Ceiling Light,18526,59,324,R9136,S685,3,"Not as described, poor quality",5,0.345,No,5,No,No,Color Mismatch,10.0.0.2,DEV-7466,03-12-2025 15:01,16,18,Yes,Complaint
Telegram,P784,Home Decor,Showpiece,119000,76,380,R9137,S1126,4,Worth the price and good packaging,6,0.139,No,14,No,No,,192.168.234.171,DEV-1215,28-10-2025 00:15,14,3,No,Genuine
Meesho,P323,Electronics,Power Bank,33927,38,427,R9138,S1340,2,Battery drains quickly,3,-0.164,No,7,Yes,No,Missing Parts,192.168.247.72,DEV-7515,17-10-2025 17:12,6,2,No,Complaint
YouTube Live,P2625,Storage,Drawer Unit,70056,72,351,R9139,S99,2,Super product awesome awesome,4,0.616,No,1,Yes,No,,192.168.33.98,DEV-3244,05-09-2025 21:54,20,19,No,Genuine
Meesho,P1916,Lighting,Chandelier,71773,38,429,R9140,S392,2,"Not as described, poor quality",5,-0.82,No,1,Yes,No,Battery Issue,10.0.0.1,DEV-6727,26-01-2026 18:22,4,12,Yes,Complaint
Facebook Marketplace,P1971,Bedding,Bedsheet,93594,25,426,R9141,S334,4,Highly recommend this seller,4,0.672,Yes,17,No,No,,192.168.232.42,DEV-3198,11-12-2025 14:40,35,19,No,Genuine
Facebook Marketplace,P2119,Storage,Shoe Rack,66942,62,417,R9142,S326,3,Very disappointed with the product,5,-0.258,No,14,Yes,No,Poor Quality,10.0.0.2,DEV-6334,04-01-2026 04:58,29,6,Yes,Complaint
WhatsApp Business,P1548,Storage,Shoe Rack,61083,22,476,R9143,S1357,4,Excellent quality and fast delivery,5,0.436,Yes,9,No,No,,192.168.92.70,DEV-2999,19-02-2026 05:58,11,7,No,Genuine
WhatsApp Business,P1063,Furniture,Dining Table,67799,74,424,R9144,S378,1,Item arrived damaged,3,-0.437,Yes,8,Yes,No,Late Delivery,10.0.0.4,DEV-5603,26-12-2025 09:18,1,24,Yes,Complaint
Quikr,P2783,Furniture,Wardrobe,62595,35,352,R9145,S453,2,Battery drains quickly,3,-0.617,No,7,Yes,No,Poor Quality,192.168.28.175,DEV-8592,30-08-2025 23:52,38,7,No,Complaint
YouTube Live,P1758,Home Decor,Mirror,6261,17,169,R9146,S1311,3,Received wrong item,3,-0.928,Yes,15,Yes,No,Missing Parts,10.0.0.3,DEV-5807,02-12-2025 19:42,11,2,Yes,Complaint
OLX,P2415,Lighting,LED Strip,119467,57,451,R9147,S963,1,Received wrong item,3,0.101,Yes,4,Yes,No,Late Delivery,10.0.0.2,DEV-3720,22-01-2026 21:39,8,23,Yes,Complaint
WhatsApp Business,P1411,Electronics,Smartphone,43076,13,363,R9148,S1074,4,Very satisfied with the purchase,5,-0.669,No,8,Yes,No,,192.168.75.168,DEV-1652,06-02-2026 22:21,5,17,No,Genuine
Telegram,P2603,Furniture,Wardrobe,14794,61,37,R9149,S215,1,Very disappointed with the product,5,0.117,No,18,Yes,No,Wrong Item,192.168.191.206,DEV-4894,30-08-2025 05:14,39,13,No,Complaint
OLX,P281,Kitchen,Storage Jar,27484,28,148,R9150,S100,3,Very disappointed with the product,5,-0.936,Yes,8,Yes,No,Color Mismatch,192.168.148.105,DEV-5475,16-12-2025 22:38,8,5,No,Complaint
YouTube Live,P16,Furniture,Bed,26991,57,370,R9151,S1215,5,Highly recommend this seller,4,0.2,Yes,14,Yes,No,,10.0.0.4,DEV-3597,22-01-2026 09:02,16,5,Yes,Genuine
Quikr,P1835,Furniture,Coffee Table,54679,66,102,R9152,S784,1,Very disappointed with the product,5,0.212,No,10,Yes,No,Late Delivery,10.0.0.4,DEV-5306,18-08-2025 00:12,1,18,Yes,Complaint
Meesho,P370,Electronics,Smartwatch,117760,30,381,R9153,S914,5,Product matches description perfectly,4,-0.773,No,7,No,No,,192.168.247.240,DEV-4978,15-12-2025 13:40,32,16,No,Genuine
Facebook Marketplace,P1210,Lighting,Chandelier,60724,30,61,R9154,S1026,2,Item arrived damaged,3,-0.8,Yes,15,Yes,No,Late Delivery,192.168.181.119,DEV-2961,04-10-2025 22:17,17,7,No,Complaint
Meesho,P2943,Bedding,Bedsheet,49066,62,154,R9155,S436,2,100% trusted seller highly recommend,5,0.225,No,3,Yes,No,,192.168.86.54,DEV-9888,01-09-2025 21:53,34,16,No,Genuine
Meesho,P1197,Storage,Drawer Unit,49516,56,288,R9156,S872,1,Received wrong item,3,-0.9,Yes,12,Yes,No,Poor Quality,192.168.104.205,DEV-9792,25-09-2025 04:31,24,6,No,Complaint
YouTube Live,P1088,Electronics,Speaker,62512,43,326,R9157,S536,5,Product matches description perfectly,4,0.588,Yes,12,Yes,No,,10.0.0.5,DEV-2720,13-10-2025 21:40,38,2,Yes,Genuine
Meesho,P1813,Bedding,Bedsheet,6068,56,457,R9158,S1480,3,Very disappointed with the product,5,0.432,No,8,No,No,Wrong Item,192.168.99.203,DEV-8614,23-09-2025 03:46,32,2,No,Complaint
Quikr,P3000,Bedding,Blanket,20565,79,491,R9159,S1267,5,Worth the price and good packaging,6,-0.235,No,14,Yes,No,,192.168.13.170,DEV-6824,05-02-2026 08:24,9,19,No,Genuine
Facebook Marketplace,P560,Bedding,Blanket,31265,79,488,R9160,S357,3,Received wrong item,3,-0.727,No,13,Yes,No,Poor Quality,192.168.61.93,DEV-5553,26-08-2025 15:41,25,24,No,Complaint
OLX,P1338,Storage,Drawer Unit,12284,19,462,R9161,S685,2,Item arrived damaged,3,-0.012,No,2,Yes,No,Late Delivery,192.168.255.227,DEV-6349,10-01-2026 03:46,12,21,No,Complaint
YouTube Live,P934,Home Decor,Clock,82380,22,288,R9162,S549,5,Product matches description perfectly,4,0.87,No,1,Yes,No,,10.0.0.5,DEV-8300,12-01-2026 05:12,4,5,Yes,Fake
OLX,P286,Home Decor,Mirror,36270,25,23,R9163,S1202,5,Very satisfied with the purchase,5,-0.682,Yes,4,No,No,,10.0.0.4,DEV-2988,09-08-2025 18:56,36,14,Yes,Genuine
Facebook Marketplace,P2549,Kitchen,Spice Rack,4666,12,184,R9164,S171,3,Received wrong item,3,0.981,No,20,No,No,Color Mismatch,192.168.148.213,DEV-3952,18-12-2025 01:37,39,3,No,Complaint
WhatsApp Business,P667,Furniture,Coffee Table,91842,8,181,R9165,S245,1,"Not as described, poor quality",5,0.64,No,19,Yes,No,Missing Parts,192.168.108.244,DEV-7260,23-12-2025 18:16,32,21,No,Complaint
YouTube Live,P966,Home Decor,Showpiece,74454,55,488,R9166,S386,1,Received wrong item,3,-0.063,Yes,7,Yes,No,Poor Quality,192.168.122.188,DEV-5580,27-11-2025 08:53,33,4,No,Complaint
Meesho,P1215,Home Decor,Showpiece,117705,45,56,R9167,S369,1,Battery drains quickly,3,0.093,No,3,Yes,No,Wrong Item,192.168.92.249,DEV-6104,01-10-2025 08:06,16,8,No,Complaint
OLX,P1542,Furniture,Bed,60553,21,104,R9168,S1082,3,Very disappointed with the product,5,0.285,Yes,5,Yes,Yes,Damaged Product,192.168.10.69,DEV-2904,06-12-2025 18:04,24,24,No,Complaint
OLX,P2058,Home Decor,Clock,39883,71,3,R9169,S563,4,Highly recommend this seller,4,0.997,Yes,15,Yes,No,,192.168.89.105,DEV-2703,22-11-2025 08:50,37,12,No,Genuine
Facebook Marketplace,P1275,Electronics,Power Bank,94674,37,74,R9170,S1281,1,"Not as described, poor quality",5,-0.947,No,15,Yes,No,Wrong Item,192.168.20.70,DEV-6757,07-08-2025 19:54,28,2,No,Complaint
WhatsApp Business,P2904,Furniture,Wardrobe,118913,31,500,R9171,S1493,5,Product matches description perfectly,4,-0.196,Yes,19,Yes,No,,192.168.249.243,DEV-8487,31-10-2025 15:31,30,24,No,Genuine
Quikr,P474,Furniture,Wardrobe,40438,12,179,R9172,S1279,1,Item arrived damaged,3,0.654,No,4,Yes,No,Fake Product,10.0.0.2,DEV-8223,18-08-2025 12:05,5,13,Yes,Complaint
OLX,P514,Furniture,Dining Table,87946,24,71,R9173,S1471,5,Highly recommend this seller,4,0.689,Yes,3,Yes,No,,10.0.0.4,DEV-8192,08-08-2025 02:57,6,17,Yes,Genuine
WhatsApp Business,P1028,Storage,Organizer Box,82776,58,457,R9174,S67,4,Very satisfied with the purchase,5,-0.294,Yes,4,Yes,No,,192.168.255.40,DEV-4086,26-01-2026 08:06,36,25,No,Genuine
YouTube Live,P2568,Storage,Shoe Rack,90626,65,473,R9175,S396,3,"Not as described, poor quality",5,-0.417,No,7,Yes,No,Fake Product,10.0.0.5,DEV-1585,12-11-2025 14:11,40,23,Yes,Complaint
YouTube Live,P2885,Bedding,Curtain,14371,32,107,R9176,S1115,1,Received wrong item,3,-0.972,Yes,6,Yes,No,Color Mismatch,192.168.147.19,DEV-8915,02-12-2025 19:22,3,17,No,Complaint
WhatsApp Business,P1935,Furniture,Wardrobe,92628,75,400,R9177,S496,2,Very disappointed with the product,5,0.823,No,19,Yes,No,Late Delivery,10.0.0.3,DEV-9430,08-01-2026 07:46,14,24,Yes,Complaint
Quikr,P2198,Kitchen,Storage Jar,74300,33,255,R9178,S632,4,Excellent quality and fast delivery,5,-0.067,No,16,Yes,No,,10.0.0.3,DEV-2673,26-02-2026 01:49,36,1,Yes,Genuine
YouTube Live,P442,Kitchen,Utensil Holder,84249,52,109,R9179,S578,2,"Not as described, poor quality",5,-0.635,Yes,12,Yes,No,Color Mismatch,192.168.119.222,DEV-4830,30-12-2025 16:36,13,10,No,Complaint
OLX,P1712,Furniture,Coffee Table,67877,7,441,R9180,S290,5,Product matches description perfectly,4,0.684,No,12,Yes,No,,192.168.127.44,DEV-7798,27-01-2026 03:12,32,5,No,Genuine
Facebook Marketplace,P2259,Storage,Organizer Box,26492,28,132,R9181,S942,1,"Not as described, poor quality",5,0.937,Yes,7,Yes,No,Missing Parts,192.168.235.110,DEV-2536,13-09-2025 06:57,12,14,No,Complaint
Instagram,P229,Storage,Shoe Rack,52125,60,50,R9182,S949,2,Very disappointed with the product,5,-0.323,Yes,2,Yes,No,Fake Product,192.168.229.242,DEV-7875,14-01-2026 17:55,7,18,No,Complaint
WhatsApp Business,P2053,Bedding,Bedsheet,93303,8,262,R9183,S465,3,Very disappointed with the product,5,0.83,Yes,17,Yes,No,Late Delivery,192.168.156.209,DEV-2516,23-02-2026 23:13,23,1,No,Complaint
Instagram,P460,Home Decor,Mirror,101548,41,411,R9184,S933,3,Battery drains quickly,3,0.955,No,18,Yes,No,Poor Quality,192.168.176.200,DEV-9730,08-01-2026 14:48,37,12,No,Complaint
WhatsApp Business,P2047,Furniture,Wardrobe,82173,27,438,R9185,S1340,1,Battery drains quickly,3,-0.762,No,3,Yes,No,Wrong Item,192.168.200.205,DEV-1748,17-10-2025 14:31,15,10,No,Complaint
WhatsApp Business,P40,Kitchen,Storage Jar,75543,28,51,R9186,S1057,4,Highly recommend this seller,4,-0.019,No,8,No,No,,10.0.0.2,DEV-5253,11-10-2025 09:29,19,22,Yes,Genuine
Meesho,P2794,Electronics,Power Bank,101981,48,28,R9187,S1441,4,Excellent quality and fast delivery,5,0.911,Yes,16,No,No,,192.168.251.105,DEV-9652,06-01-2026 19:56,39,4,No,Genuine
Telegram,P2302,Home Decor,Vase,4009,70,402,R9188,S401,4,Excellent quality and fast delivery,5,0.73,Yes,4,Yes,No,,192.168.63.230,DEV-7910,19-08-2025 21:46,22,10,No,Genuine
Facebook Marketplace,P305,Lighting,Lamp,83840,19,321,R9189,S1362,2,"Not as described, poor quality",5,0.226,No,4,Yes,Yes,Damaged Product,192.168.69.230,DEV-5469,24-11-2025 12:37,23,1,No,Complaint
Meesho,P2877,Furniture,Bed,79667,74,108,R9190,S1341,1,Battery drains quickly,3,0.5,No,15,Yes,No,Poor Quality,192.168.234.0,DEV-3306,28-10-2025 01:02,13,3,No,Complaint
Meesho,P876,Storage,Shoe Rack,112611,80,297,R9191,S295,4,Very satisfied with the purchase,5,0.904,No,16,No,No,,10.0.0.3,DEV-9336,04-09-2025 07:57,5,1,Yes,Genuine
OLX,P291,Furniture,Coffee Table,27546,29,117,R9192,S307,2,Battery drains quickly,3,-0.116,No,9,Yes,Yes,Damaged Product,10.0.0.4,DEV-9131,11-12-2025 17:57,16,12,Yes,Complaint
YouTube Live,P1035,Electronics,Smartphone,6098,28,156,R9193,S1011,1,Battery drains quickly,3,0.301,No,1,Yes,No,Wrong Item,192.168.249.182,DEV-2027,05-09-2025 02:36,19,13,No,Complaint
YouTube Live,P329,Home Decor,Clock,67246,34,168,R9194,S236,5,Excellent quality and fast delivery,5,-0.896,Yes,13,Yes,No,,192.168.200.80,DEV-5088,07-12-2025 16:08,11,2,No,Genuine
OLX,P2840,Furniture,Bed,86375,45,124,R9195,S553,3,Item arrived damaged,3,0.1,Yes,8,Yes,No,Poor Quality,192.168.31.239,DEV-4950,14-10-2025 00:35,15,14,No,Complaint
Meesho,P2511,Home Decor,Clock,116765,62,269,R9196,S649,2,Battery drains quickly,3,-0.631,Yes,7,Yes,No,Color Mismatch,10.0.0.5,DEV-6898,14-02-2026 02:18,8,19,Yes,Complaint
Meesho,P2984,Lighting,Lamp,102868,75,87,R9197,S551,4,Product matches description perfectly,4,-0.766,Yes,16,No,No,,192.168.206.47,DEV-4755,18-02-2026 17:09,16,5,No,Genuine
Facebook Marketplace,P1338,Bedding,Bedsheet,102028,27,427,R9198,S358,3,"Not as described, poor quality",5,-0.709,Yes,20,No,No,Color Mismatch,10.0.0.3,DEV-2414,30-12-2025 01:58,29,3,Yes,Complaint
Instagram,P1471,Storage,Shoe Rack,52715,55,106,R9199,S1068,1,Battery drains quickly,3,0.352,Yes,2,Yes,No,Wrong Item,192.168.179.178,DEV-8551,09-08-2025 21:53,11,20,No,Complaint
Telegram,P131,Lighting,LED Strip,48790,46,149,R9200,S258,4,Worth the price and good packaging,6,0.956,No,13,Yes,No,,192.168.194.36,DEV-7741,24-12-2025 02:34,33,21,No,Genuine
Quikr,P502,Lighting,LED Strip,69217,11,30,R9201,S881,2,Battery drains quickly,3,0.399,No,14,Yes,No,Battery Issue,192.168.208.120,DEV-2059,18-11-2025 16:02,23,19,No,Complaint
Quikr,P757,Lighting,Ceiling Light,85026,34,111,R9202,S1406,5,Excellent quality and fast delivery,5,-0.587,Yes,17,Yes,No,,192.168.209.164,DEV-5376,07-08-2025 15:41,24,12,No,Genuine
Quikr,P1320,Electronics,Smartwatch,5788,30,273,R9203,S224,4,Product matches description perfectly,4,0.277,Yes,2,Yes,No,,10.0.0.2,DEV-7364,21-10-2025 16:04,17,19,Yes,Genuine
Facebook Marketplace,P210,Lighting,Ceiling Light,31638,18,77,R9204,S411,4,Product matches description perfectly,4,-0.323,No,3,No,No,,192.168.74.44,DEV-9605,05-11-2025 23:49,22,1,No,Genuine
Telegram,P1623,Furniture,Sofa,73757,26,336,R9205,S499,3,"Not as described, poor quality",5,-0.959,Yes,8,No,No,Late Delivery,10.0.0.4,DEV-8966,31-10-2025 20:08,30,17,Yes,Complaint
Quikr,P1889,Home Decor,Vase,102803,52,136,R9206,S1461,4,Worth the price and good packaging,6,0.925,Yes,6,Yes,No,,10.0.0.5,DEV-9261,16-12-2025 22:45,1,6,Yes,Genuine
Meesho,P848,Bedding,Curtain,106774,30,162,R9207,S1315,2,Amazing amazing amazing product,4,0.389,No,16,Yes,No,,192.168.185.20,DEV-9566,05-12-2025 02:32,37,16,No,Genuine
Instagram,P1976,Storage,Shoe Rack,39336,47,257,R9208,S689,5,Excellent quality and fast delivery,5,0.248,No,4,Yes,No,,192.168.27.194,DEV-3329,24-10-2025 12:26,36,4,No,Genuine
YouTube Live,P2654,Furniture,Coffee Table,78890,79,244,R9209,S1379,2,Received wrong item,3,0.209,No,5,Yes,No,Late Delivery,192.168.131.45,DEV-1040,22-10-2025 09:11,21,13,No,Complaint
Instagram,P2417,Furniture,Bed,95468,11,308,R9210,S338,2,Item arrived damaged,3,0.37,Yes,2,Yes,No,Battery Issue,192.168.207.86,DEV-6419,13-08-2025 19:21,5,6,No,Complaint
Facebook Marketplace,P1470,Electronics,Speaker,87147,68,401,R9211,S1059,5,Highly recommend this seller,4,-0.53,Yes,5,Yes,No,,192.168.178.58,DEV-8890,06-02-2026 17:58,37,25,No,Genuine
Meesho,P1800,Storage,Shoe Rack,38356,64,142,R9212,S1141,4,Very satisfied with the purchase,5,0.024,No,19,Yes,No,,192.168.9.192,DEV-4066,28-11-2025 17:29,36,19,No,Genuine
Meesho,P632,Lighting,Chandelier,52141,25,39,R9213,S1134,5,Very satisfied with the purchase,5,-0.591,No,14,Yes,No,,192.168.69.50,DEV-1485,06-12-2025 21:28,23,14,No,Genuine
Quikr,P381,Bedding,Blanket,55348,46,294,R9214,S563,4,Very satisfied with the purchase,5,-0.877,Yes,1,No,No,,10.0.0.4,DEV-3059,24-02-2026 00:24,40,22,Yes,Genuine
Quikr,P282,Storage,Drawer Unit,19112,11,335,R9215,S838,5,Product matches description perfectly,4,-0.411,Yes,1,Yes,No,,192.168.190.186,DEV-3371,24-11-2025 22:50,3,16,No,Genuine
OLX,P2216,Home Decor,Mirror,46704,25,488,R9216,S774,4,Very satisfied with the purchase,5,-0.059,Yes,9,Yes,No,,192.168.75.125,DEV-8989,01-11-2025 02:27,13,25,No,Genuine
Facebook Marketplace,P1778,Storage,Drawer Unit,19024,72,106,R9217,S298,4,Product matches description perfectly,4,0.99,Yes,18,No,No,,192.168.19.119,DEV-8701,27-12-2025 17:26,14,3,No,Genuine
Instagram,P1815,Home Decor,Clock,58916,43,246,R9218,S51,1,Very disappointed with the product,5,0.122,No,18,Yes,No,Wrong Item,10.0.0.2,DEV-5960,17-09-2025 16:55,3,6,Yes,Complaint
Facebook Marketplace,P1124,Lighting,Ceiling Light,65934,31,456,R9219,S849,2,Battery drains quickly,3,-0.645,No,2,Yes,No,Battery Issue,10.0.0.3,DEV-4467,30-11-2025 04:37,5,23,Yes,Complaint
Telegram,P2792,Home Decor,Wall Art,57637,17,403,R9220,S104,5,Worth the price and good packaging,6,-0.067,Yes,10,Yes,No,,192.168.29.173,DEV-1379,07-08-2025 02:05,19,5,No,Genuine
YouTube Live,P2537,Bedding,Cushion,52837,69,272,R9221,S304,3,"Not as described, poor quality",5,0.294,Yes,7,No,No,Missing Parts,192.168.197.125,DEV-7964,23-11-2025 22:34,16,7,No,Complaint
Telegram,P107,Storage,Shoe Rack,23153,58,330,R9222,S359,5,Very satisfied with the purchase,5,-0.647,No,11,No,No,,10.0.0.3,DEV-3123,14-02-2026 19:50,1,16,Yes,Fake
YouTube Live,P348,Storage,Shoe Rack,96033,61,97,R9223,S364,2,Very disappointed with the product,5,1,Yes,18,Yes,No,Late Delivery,192.168.197.229,DEV-6567,23-11-2025 18:04,8,8,No,Complaint
Telegram,P580,Furniture,Bed,100375,12,257,R9224,S186,2,Item arrived damaged,3,-0.034,No,12,Yes,Yes,Damaged Product,192.168.71.163,DEV-2788,06-08-2025 21:47,8,7,No,Complaint
Meesho,P1125,Furniture,Sofa,63681,54,420,R9225,S1120,2,"Not as described, poor quality",5,-0.214,No,8,Yes,No,Color Mismatch,192.168.82.24,DEV-6638,20-01-2026 23:02,10,20,No,Complaint
Facebook Marketplace,P2452,Electronics,Power Bank,89538,40,383,R9226,S404,2,100% trusted seller highly recommend,5,-0.885,No,20,Yes,No,,192.168.173.196,DEV-1124,13-01-2026 21:46,13,15,No,Genuine
Instagram,P2543,Home Decor,Clock,117692,66,422,R9227,S1122,1,Item arrived damaged,3,-0.266,No,6,Yes,No,Late Delivery,10.0.0.5,DEV-1174,13-08-2025 22:35,12,10,Yes,Complaint
OLX,P1985,Home Decor,Vase,56338,78,290,R9228,S81,5,Very satisfied with the purchase,5,-0.115,No,6,Yes,No,,192.168.161.137,DEV-8008,21-02-2026 19:56,18,19,No,Genuine
